,Business,Class,Code
16014,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16015,"Serveis de publicitat, relacions públiques i simil",1,E2ORZZE66
16016,"Serveis de publicitat, relacions públiques i simil",1,E2ORZZE66
16017,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16018,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16019,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16020,"Serveis de publicitat, relacions públiques i simil",1,E2ORZZE66
16021,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16022,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16023,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16024,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16025,"Serveis de publicitat, relacions públiques i simil",0,E2ORZZE66
16026,"Serveis de publicitat, relacions públiques i simil",0,E2ORZZE66
16027,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16028,"Serveis de publicitat, relacions públiques i simil",4,E2ORZZE66
16029,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16030,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16031,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16032,"Serveis de publicitat, relacions públiques i simil",9,E2ORZZE66
16033,"Serveis de publicitat, relacions públiques i simil",4,E2ORZZE66
16034,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16035,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16036,"Serveis de publicitat, relacions públiques i simil",1,E2ORZZE66
16037,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16038,"Serveis de publicitat, relacions públiques i simil",3,E2ORZZE66
16039,"Serveis de publicitat, relacions públiques i simil",2,E2ORZZE66
16093,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16094,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16095,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16096,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16097,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16098,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16099,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16100,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16101,"Altres activitats d'ensenyament (idiomes, etc)",1,5UEUT3LZN
16102,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16103,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16104,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16105,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16106,"Altres activitats d'ensenyament (idiomes, etc)",0,5UEUT3LZN
16107,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16108,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16109,"Altres activitats d'ensenyament (idiomes, etc)",4,5UEUT3LZN
16110,"Altres activitats d'ensenyament (idiomes, etc)",1,5UEUT3LZN
16111,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16112,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16113,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16114,"Altres activitats d'ensenyament (idiomes, etc)",1,5UEUT3LZN
16115,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16116,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16117,"Altres activitats d'ensenyament (idiomes, etc)",4,5UEUT3LZN
16118,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16119,"Altres activitats d'ensenyament (idiomes, etc)",4,5UEUT3LZN
16120,"Altres activitats d'ensenyament (idiomes, etc)",4,5UEUT3LZN
16121,"Altres activitats d'ensenyament (idiomes, etc)",2,5UEUT3LZN
16122,"Altres activitats d'ensenyament (idiomes, etc)",3,5UEUT3LZN
16123,"Altres activitats d'ensenyament (idiomes, etc)",5,5UEUT3LZN
16152,"* Petits treballs de construcció (paleta, etc.",1,CSNNR87YO
16153,"* Petits treballs de construcció (paleta, etc.",1,CSNNR87YO
16154,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16155,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16156,"* Petits treballs de construcció (paleta, etc.",4,CSNNR87YO
16157,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16158,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16159,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16160,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16161,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16162,"* Petits treballs de construcció (paleta, etc.",3,CSNNR87YO
16163,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16164,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16165,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16166,"* Petits treballs de construcció (paleta, etc.",1,CSNNR87YO
16167,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16168,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16169,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16170,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16171,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16172,"* Petits treballs de construcció (paleta, etc.",0,CSNNR87YO
16173,"* Petits treballs de construcció (paleta, etc.",0,CSNNR87YO
16174,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16175,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16176,"* Construcció completa, reparació i conservaci",2,CSNNR87YO
16177,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16178,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16179,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16180,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16181,"* Petits treballs de construcció (paleta, etc.",1,CSNNR87YO
16182,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16183,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16184,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16185,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16186,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16187,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16188,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16189,"* Petits treballs de construcció (paleta, etc.",1,CSNNR87YO
16190,"* Petits treballs de construcció (paleta, etc.",1,CSNNR87YO
16191,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16192,"* Petits treballs de construcció (paleta, etc.",1,CSNNR87YO
16193,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16194,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16195,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16196,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16197,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16198,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16199,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16200,"* Construcció completa, reparació i conservaci",2,CSNNR87YO
16201,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16202,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16203,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16204,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16205,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16206,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16207,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16208,"* Construcció completa, reparació i conservaci",2,CSNNR87YO
16209,"* Construcció completa, reparació i conservaci",0,CSNNR87YO
16210,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16211,"* Construcció completa, reparació i conservaci",1,CSNNR87YO
16212,"* Petits treballs de construcció (paleta, etc.",2,CSNNR87YO
16275,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16276,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16277,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16278,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16279,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16280,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16281,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16282,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16283,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16284,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16285,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16286,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16287,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16288,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16289,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16290,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16291,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16292,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16293,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16294,"* al detall de calçat, articles de pell i imit",3,Q1PN5FBH5
16295,"* al detall de calçat, articles de pell i imit",3,Q1PN5FBH5
16296,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16297,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16298,"* al detall de calçat, articles de pell i imit",2,Q1PN5FBH5
16299,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16300,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16301,"* al detall de calçat, articles de pell i imit",3,Q1PN5FBH5
16302,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16303,"* al detall de calçat, articles de pell i imit",1,Q1PN5FBH5
16304,"* al detall de calçat, articles de pell i imit",7,Q1PN5FBH5
16305,"* al detall de calçat, articles de pell i imit",0,Q1PN5FBH5
16449,"Altres activitats d'ensenyament (idiomes, etc)",4,IKUDH0WT0
16450,"Altres activitats d'ensenyament (idiomes, etc)",4,IKUDH0WT0
16451,"Altres activitats d'ensenyament (idiomes, etc)",4,IKUDH0WT0
16452,"Altres activitats d'ensenyament (idiomes, etc)",5,IKUDH0WT0
16453,"Altres activitats d'ensenyament (idiomes, etc)",2,IKUDH0WT0
16454,"Altres activitats d'ensenyament (idiomes, etc)",0,IKUDH0WT0
16455,"Altres activitats d'ensenyament (idiomes, etc)",5,IKUDH0WT0
16456,"Altres activitats d'ensenyament (idiomes, etc)",4,IKUDH0WT0
16457,"Altres activitats d'ensenyament (idiomes, etc)",5,IKUDH0WT0
16458,"Altres activitats d'ensenyament (idiomes, etc)",6,IKUDH0WT0
16459,"Altres activitats d'ensenyament (idiomes, etc)",3,IKUDH0WT0
16460,"Altres activitats d'ensenyament (idiomes, etc)",4,IKUDH0WT0
16461,"Altres activitats d'ensenyament (idiomes, etc)",1,IKUDH0WT0
16462,"Altres activitats d'ensenyament (idiomes, etc)",3,IKUDH0WT0
16463,"Altres activitats d'ensenyament (idiomes, etc)",3,IKUDH0WT0
16464,"Altres activitats d'ensenyament (idiomes, etc)",4,IKUDH0WT0
16465,"Altres activitats d'ensenyament (idiomes, etc)",8,IKUDH0WT0
16466,"Altres activitats d'ensenyament (idiomes, etc)",1,IKUDH0WT0
16467,"Altres activitats d'ensenyament (idiomes, etc)",1,IKUDH0WT0
16468,"Altres activitats d'ensenyament (idiomes, etc)",2,IKUDH0WT0
16469,"Altres activitats d'ensenyament (idiomes, etc)",5,IKUDH0WT0
16470,"Altres activitats d'ensenyament (idiomes, etc)",1,IKUDH0WT0
16471,"Altres activitats d'ensenyament (idiomes, etc)",3,IKUDH0WT0
16472,"Altres activitats d'ensenyament (idiomes, etc)",5,IKUDH0WT0
16473,"Altres activitats d'ensenyament (idiomes, etc)",6,IKUDH0WT0
16474,"Altres activitats d'ensenyament (idiomes, etc)",5,IKUDH0WT0
16475,"Altres activitats d'ensenyament (idiomes, etc)",4,IKUDH0WT0
16476,"Altres activitats d'ensenyament (idiomes, etc)",1,IKUDH0WT0
16477,"Altres activitats d'ensenyament (idiomes, etc)",1,IKUDH0WT0
16478,"Altres activitats d'ensenyament (idiomes, etc)",3,IKUDH0WT0
16479,"Altres activitats d'ensenyament (idiomes, etc)",2,IKUDH0WT0
16540,"Serveis en cafès i bars, amb i sense menjar",1,WJG4SLM64
16541,"Serveis en cafès i bars, amb i sense menjar",2,WJG4SLM64
16542,"Serveis en cafès i bars, amb i sense menjar",5,WJG4SLM64
16543,"Serveis en cafès i bars, amb i sense menjar",0,WJG4SLM64
16544,"Serveis en cafès i bars, amb i sense menjar",8,WJG4SLM64
16545,"Serveis en cafès i bars, amb i sense menjar",2,WJG4SLM64
16546,"Serveis en cafès i bars, amb i sense menjar",5,WJG4SLM64
16547,"Serveis en cafès i bars, amb i sense menjar",-2,WJG4SLM64
16548,"Serveis en cafès i bars, amb i sense menjar",7,WJG4SLM64
16549,"Serveis en cafès i bars, amb i sense menjar",8,WJG4SLM64
16550,"Serveis en cafès i bars, amb i sense menjar",5,WJG4SLM64
16551,"Serveis en cafès i bars, amb i sense menjar",4,WJG4SLM64
16552,"Serveis en cafès i bars, amb i sense menjar",0,WJG4SLM64
16553,"Serveis en cafès i bars, amb i sense menjar",5,WJG4SLM64
16554,"Serveis en cafès i bars, amb i sense menjar",4,WJG4SLM64
16555,"Serveis en cafès i bars, amb i sense menjar",7,WJG4SLM64
16556,"Serveis en cafès i bars, amb i sense menjar",6,WJG4SLM64
16557,"Serveis en cafès i bars, amb i sense menjar",4,WJG4SLM64
16558,"Serveis en cafès i bars, amb i sense menjar",5,WJG4SLM64
16559,"Serveis en cafès i bars, amb i sense menjar",5,WJG4SLM64
16560,"Serveis en cafès i bars, amb i sense menjar",6,WJG4SLM64
16561,"Serveis en cafès i bars, amb i sense menjar",2,WJG4SLM64
16562,"Serveis en cafès i bars, amb i sense menjar",5,WJG4SLM64
16563,"Serveis en cafès i bars, amb i sense menjar",102,WOGR32M0Q
16564,"Serveis en cafès i bars, amb i sense menjar",95,WOGR32M0Q
16565,"Serveis en cafès i bars, amb i sense menjar",76,WOGR32M0Q
16566,"Serveis en cafès i bars, amb i sense menjar",22,WOGR32M0Q
16567,"Serveis en cafès i bars, amb i sense menjar",109,WOGR32M0Q
16568,"Serveis en cafès i bars, amb i sense menjar",103,WOGR32M0Q
16569,"Serveis en cafès i bars, amb i sense menjar",44,WOGR32M0Q
16570,"Serveis en cafès i bars, amb i sense menjar",118,WOGR32M0Q
16571,"Serveis en cafès i bars, amb i sense menjar",50,WOGR32M0Q
16572,"Serveis en cafès i bars, amb i sense menjar",56,WOGR32M0Q
16573,"Serveis en cafès i bars, amb i sense menjar",99,WOGR32M0Q
16574,"Serveis en cafès i bars, amb i sense menjar",95,WOGR32M0Q
16575,"Serveis en cafès i bars, amb i sense menjar",78,WOGR32M0Q
16576,"Serveis en cafès i bars, amb i sense menjar",91,WOGR32M0Q
16577,"Serveis en cafès i bars, amb i sense menjar",98,WOGR32M0Q
16578,"Serveis en cafès i bars, amb i sense menjar",115,WOGR32M0Q
16579,"Serveis en cafès i bars, amb i sense menjar",91,WOGR32M0Q
16580,"Serveis en cafès i bars, amb i sense menjar",35,WOGR32M0Q
16581,"Serveis en cafès i bars, amb i sense menjar",111,WOGR32M0Q
16582,"Serveis en cafès i bars, amb i sense menjar",90,WOGR32M0Q
16583,"Serveis en cafès i bars, amb i sense menjar",63,WOGR32M0Q
16584,"Serveis en cafès i bars, amb i sense menjar",52,WOGR32M0Q
16585,"Serveis en cafès i bars, amb i sense menjar",79,WOGR32M0Q
16586,"Serveis en cafès i bars, amb i sense menjar",118,WOGR32M0Q
16587,"Serveis en cafès i bars, amb i sense menjar",84,WOGR32M0Q
16588,"Serveis en cafès i bars, amb i sense menjar",81,WOGR32M0Q
16589,"Serveis en cafès i bars, amb i sense menjar",93,WOGR32M0Q
16590,"Serveis en cafès i bars, amb i sense menjar",0,WOGR32M0Q
16591,"Serveis en cafès i bars, amb i sense menjar",63,WOGR32M0Q
16592,"Serveis en cafès i bars, amb i sense menjar",74,WOGR32M0Q
16593,"Serveis en cafès i bars, amb i sense menjar",85,WOGR32M0Q
16604,"* al detall de pa, pastisseria confiteria i si",44,WS6TDE1JU
16605,"* al detall de pa, pastisseria confiteria i si",25,WS6TDE1JU
16606,"* al detall de pa, pastisseria confiteria i si",38,WS6TDE1JU
16607,"* al detall de pa, pastisseria confiteria i si",13,WS6TDE1JU
16608,"* al detall de pa, pastisseria confiteria i si",16,WS6TDE1JU
16609,"* al detall de pa, pastisseria confiteria i si",40,WS6TDE1JU
16610,"* al detall de pa, pastisseria confiteria i si",22,WS6TDE1JU
16611,"* al detall de pa, pastisseria confiteria i si",34,WS6TDE1JU
16612,"* al detall de pa, pastisseria confiteria i si",1,WS6TDE1JU
16613,"* al detall de pa, pastisseria confiteria i si",35,WS6TDE1JU
16614,"* al detall de pa, pastisseria confiteria i si",20,WS6TDE1JU
16615,"* al detall de pa, pastisseria confiteria i si",32,WS6TDE1JU
16616,"* al detall de pa, pastisseria confiteria i si",49,WS6TDE1JU
16617,"* al detall de pa, pastisseria confiteria i si",49,WS6TDE1JU
16618,"* al detall de pa, pastisseria confiteria i si",35,WS6TDE1JU
16619,"* al detall de pa, pastisseria confiteria i si",31,WS6TDE1JU
16620,"* al detall de pa, pastisseria confiteria i si",29,WS6TDE1JU
16621,"* al detall de pa, pastisseria confiteria i si",22,WS6TDE1JU
16622,"* al detall de pa, pastisseria confiteria i si",63,WS6TDE1JU
16623,"* al detall de pa, pastisseria confiteria i si",32,WS6TDE1JU
16624,"* al detall de pa, pastisseria confiteria i si",82,WS6TDE1JU
16625,"* al detall de pa, pastisseria confiteria i si",39,WS6TDE1JU
16626,"* al detall de pa, pastisseria confiteria i si",22,WS6TDE1JU
16627,"* al detall de pa, pastisseria confiteria i si",30,WS6TDE1JU
16628,"* al detall de pa, pastisseria confiteria i si",45,WS6TDE1JU
16629,"* al detall de pa, pastisseria confiteria i si",39,WS6TDE1JU
16630,"* al detall de pa, pastisseria confiteria i si",25,WS6TDE1JU
16631,"* al detall de pa, pastisseria confiteria i si",24,WS6TDE1JU
16632,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16633,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16634,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16635,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16636,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16637,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16638,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16639,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16640,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16641,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16642,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16643,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16644,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16645,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16646,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16647,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16648,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16649,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16650,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16651,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16652,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16653,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16654,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16655,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16656,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16657,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16658,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16659,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16660,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16661,"* llavors, adobs, flors, plantes i petits anima",0,HP53ZBXA5
16662,"* llavors, adobs, flors, plantes i petits anima",1,HP53ZBXA5
16724,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16725,"* al detall de productes de drogueria, perfume",0,X5VWQRGNL
16726,"* al detall de productes de drogueria, perfume",2,X5VWQRGNL
16727,"* al detall de productes de drogueria, perfume",0,X5VWQRGNL
16728,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16729,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16730,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16731,"* al detall de productes de drogueria, perfume",0,X5VWQRGNL
16732,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16733,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16734,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16735,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16736,"* al detall de productes de drogueria, perfume",2,X5VWQRGNL
16737,"* al detall de productes de drogueria, perfume",2,X5VWQRGNL
16738,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16739,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16740,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16741,"* al detall de productes de drogueria, perfume",0,X5VWQRGNL
16742,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16743,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16744,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16745,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16746,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16747,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16748,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16749,"* al detall de productes de drogueria, perfume",3,X5VWQRGNL
16750,"* al detall de productes de drogueria, perfume",2,X5VWQRGNL
16751,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16752,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16753,"* al detall de productes de drogueria, perfume",1,X5VWQRGNL
16754,"Tintures, neteja en sec, rentat i planxat roba",50,30Z81PJZU
16755,"Tintures, neteja en sec, rentat i planxat roba",40,30Z81PJZU
16756,"Tintures, neteja en sec, rentat i planxat roba",32,30Z81PJZU
16757,"Tintures, neteja en sec, rentat i planxat roba",21,30Z81PJZU
16758,"Tintures, neteja en sec, rentat i planxat roba",41,30Z81PJZU
16759,"Tintures, neteja en sec, rentat i planxat roba",34,30Z81PJZU
16760,"Tintures, neteja en sec, rentat i planxat roba",39,30Z81PJZU
16761,"Tintures, neteja en sec, rentat i planxat roba",34,30Z81PJZU
16762,"Tintures, neteja en sec, rentat i planxat roba",44,30Z81PJZU
16763,"Tintures, neteja en sec, rentat i planxat roba",48,30Z81PJZU
16764,"Tintures, neteja en sec, rentat i planxat roba",21,30Z81PJZU
16765,"Tintures, neteja en sec, rentat i planxat roba",28,30Z81PJZU
16766,"Tintures, neteja en sec, rentat i planxat roba",32,30Z81PJZU
16767,"Tintures, neteja en sec, rentat i planxat roba",16,30Z81PJZU
16768,"Tintures, neteja en sec, rentat i planxat roba",40,30Z81PJZU
16769,"Tintures, neteja en sec, rentat i planxat roba",41,30Z81PJZU
16770,"Tintures, neteja en sec, rentat i planxat roba",40,30Z81PJZU
16771,"Tintures, neteja en sec, rentat i planxat roba",0,30Z81PJZU
16772,"Tintures, neteja en sec, rentat i planxat roba",47,30Z81PJZU
16773,"Tintures, neteja en sec, rentat i planxat roba",22,30Z81PJZU
16848,"* Instal·lacions elèctriques en general, etc.",1,4GB3SE7DP
16849,"* Instal·lacions elèctriques en general, etc.",0,4GB3SE7DP
16850,"* Instal·lacions elèctriques en general, etc.",1,4GB3SE7DP
16851,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16852,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16853,"* Instal·lacions elèctriques en general, etc.",3,4GB3SE7DP
16854,"* Instal·lacions elèctriques en general, etc.",38,4GB3SE7DP
16855,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16856,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16857,"* Instal·lacions elèctriques en general, etc.",3,4GB3SE7DP
16858,"* Instal·lacions elèctriques en general, etc.",1,4GB3SE7DP
16859,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16860,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16861,"* Instal·lacions elèctriques en general, etc.",3,4GB3SE7DP
16862,"* Instal·lacions elèctriques en general, etc.",3,4GB3SE7DP
16863,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16864,"* Instal·lacions elèctriques en general, etc.",3,4GB3SE7DP
16865,"* Instal·lacions elèctriques en general, etc.",4,4GB3SE7DP
16866,"* Instal·lacions elèctriques en general, etc.",1,4GB3SE7DP
16867,"* Instal·lacions elèctriques en general, etc.",1,4GB3SE7DP
16868,"* Instal·lacions elèctriques en general, etc.",4,4GB3SE7DP
16869,"* Instal·lacions elèctriques en general, etc.",4,4GB3SE7DP
16870,"* Instal·lacions elèctriques en general, etc.",2,4GB3SE7DP
16902,"* joieria, rellotgeria, argenteria i bijuteria",2,FHT4Z7OAA
16903,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16904,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16905,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16906,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16907,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16908,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16909,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16910,"* joieria, rellotgeria, argenteria i bijuteria",0,FHT4Z7OAA
16911,"* joieria, rellotgeria, argenteria i bijuteria",0,FHT4Z7OAA
16912,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16913,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16914,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16915,"* joieria, rellotgeria, argenteria i bijuteria",0,FHT4Z7OAA
16916,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16917,"* joieria, rellotgeria, argenteria i bijuteria",2,FHT4Z7OAA
16918,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16919,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16920,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
16921,"* joieria, rellotgeria, argenteria i bijuteria",2,FHT4Z7OAA
16922,"* joieria, rellotgeria, argenteria i bijuteria",1,FHT4Z7OAA
